Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Non Use Code,Assessor Remarks,OPM remarks,Location
21014,2021,10/26/2021,Haddam,24 HADDAM VIEW HEIGHTS,"$127,200.00","$135,000.00",0.942222222,Residential,Single Family,25 - Other,,PER MLS PICTURES STRUCTURAL DAMAGE TO INTERIOR. CASH OR REHAB SALE ONLY.,POINT (-72.472748995 41.46281798)
200258,2020,11/19/2020,Manchester,126 ADELAIDE ROAD,"$225,400.00","$365,000.00",0.6175,Residential,Single Family,,,,POINT (-72.49645 41.77805)
2000321,2020,05/14/2021,Cheshire,138 EASTGATE DR,"$194,830.00","$385,000.00",0.506,Residential,Single Family,,,,
210564,2021,12/14/2021,Bridgeport,228 DEFOREST AVE,"$78,230.00","$198,000.00",0.3951,Residential,Single Family,,,,POINT (-73.167912026 41.170222001)
11486,2001,07/18/2002,Norwalk,7 FIRESIDE CT,"$250,600.00","$534,500.00",0.468849392,,,,,,
200314,2020,05/06/2021,Madison,95 GENESEE LN,"$333,400.00","$675,000.00",0.493925926,Residential,Single Family,,,,
210677,2021,09/20/2022,Glastonbury,1824 MANCHESTER RD,"$7,350,000.00","$11,393,647.00",0.645,Commercial,,,,,POINT (-72.52054202 41.728992021)
2100372,2021,09/14/2022,Madison,111 SCOTLAND RD,"$177,400.00","$460,000.00",0.3856,Residential,Single Family,,,,POINT (-72.576529026 41.286750991)
201494,2020,07/28/2021,Greenwich,20 EAST LYON FARM DRIVE,"$632,170.00","$1,250,000.00",0.5057,Residential,Condo,,,,
210168,2021,11/15/2021,New Britain,30 YEATON ST,"$93,660.00","$125,000.00",0.7492,Residential,Single Family,,,,POINT (-72.793274984 41.699193014)
21154,2021,12/27/2021,Farmington,5-F STAUNTON COURT,"$130,500.00","$143,877.00",0.907,Residential,Condo,25 - Other,BULK SALE GRANTEE PURCHASED 48 OTHER UNITS FROM GRANTOR,,POINT (-72.799486629 41.737624141)
201635,2020,08/23/2021,Greenwich,41 WEST PUTNAM AVENUE,"$10,225,390.00","$14,050,000.00",0.7277,Commercial,,,,,POINT (-73.62811 41.02994)
21025,2021,05/05/2022,Chaplin,51 CHAPPELL RD,"$103,400.00","$207,500.00",0.4983,Residential,Single Family,01 - Family,,,POINT (-72.13774704 41.761336989)
10087,2001,01/23/2002,Winchester,936 MAIN ST,"$8,000.00","$8,000.00",1,,,,,,
200134,2020,01/25/2021,Killingly,30 WATERMAN ST,"$126,840.00","$223,000.00",0.5687,Residential,Single Family,01 - Family,,,
200012,2020,10/26/2020,Bethlehem,70 MAIN STREET NORTH,"$131,600.00","$261,000.00",0.5042,Residential,Single Family,,,,POINT (-73.20605 41.64412)
201259,2020,07/12/2021,Griswold,21 BOW LANE,"$134,960.00","$305,000.00",0.4424,Residential,Single Family,,,,POINT (-71.91416 41.61836)
20006,2002,11/19/2002,Chaplin,CROSS RD,$0.00,"$27,000.00",0,,,28,,,
21220,2021,05/03/2022,Plainfield,131 SQUAW ROCK RD,"$145,570.00","$355,000.00",0.41,Residential,Single Family,,,,POINT (-71.888253992 41.72605102)
21293,2021,06/22/2022,Darien,328 HOYT ST,"$398,510.00","$950,000.00",0.4194,Residential,Single Family,,,,POINT (-73.510953986 41.099268017)
200352,2020,03/25/2021,Groton,28 BIRCH ST,"$79,100.00","$215,000.00",0.367906977,Residential,Single Family,,,GOOD SALE PER MLS,
20394,2020,06/08/2021,Darien,30 GREENWOOD AVE,"$234,360.00","$460,000.00",0.5094,Residential,Single Family,,,,
200042,2020,10/19/2020,Glastonbury,23 REDBUD LN,"$99,400.00","$170,000.00",0.5847,Residential,Condo,,,,
201075,2020,05/26/2021,Greenwich,99 INDIAN HEAD ROAD,"$4,485,390.00","$7,800,000.00",0.575,Residential,Single Family,25 - Other,NOT LISTED,,
21124,2021,04/06/2022,East Haddam,STOCKBURGER RD,"$1,740.00","$69,500.00",0.025,Vacant Land,,28 - Use Assessment,,,POINT (-72.470164593 41.527250573)
201047,2020,07/29/2021,Hartford,10 CHAPIN PL,"$51,744.00","$185,000.00",0.2796,Residential,Single Family,10 - A Will,ESTATE SALE,,
200002,2020,10/01/2020,Guilford,59 LONG HILL FARMS,"$133,860.00","$239,000.00",0.56,Residential,Condo,,,,POINT (-72.70868 41.31139)
200573,2020,06/30/2021,Groton,12 PEARL ST (NOANK),"$247,520.00","$405,000.00",0.611160494,Residential,Single Family,25 - Other,NOT OPENLY MARKETED-NO MLS LISTING - ASSESSOR,,POINT (-71.98797 41.32525)
200020,2020,12/08/2020,East Granby,96 KIMBERLY ROAD,"$187,800.00","$255,000.00",0.736470588,Residential,Single Family,,"PP TOO LOW, RATIO TOO HIGH",GOOD SALE PER MLS - SOLD OVER ASKING,POINT (-72.75829 41.95346)
2020081,2020,12/03/2020,Ansonia,81 HODGE AVE,"$113,400.00","$299,000.00",0.3792,Residential,Two Family,07 - Change in Property,HIGH SALE; INT REMODELS AND DISC FIN LIVING AREA IN ATTIC. SOLD WITH FULL TENANCY,,POINT (-73.07288 41.33606)
2020090,2020,12/14/2020,Ansonia,57 PLATT ST,"$127,400.00","$202,500.00",0.6291,Residential,Two Family,,,,
201212,2020,06/17/2021,Greenwich,14 COS COB AVENUE,"$567,770.00","$1,490,000.00",0.381,Residential,Three Family,25 - Other,NOT LISTED,,
20043,2020,10/21/2020,Farmington,4 POND ST,"$192,030.00","$259,000.00",0.7414,Residential,Single Family,,,,
218375,2021,08/23/2022,Middletown,1050 NEWFIELD ST,"$60,470.00","$165,000.00",0.3664,Residential,Single Family,,,,POINT (-72.674403001 41.587473015)
200335,2020,12/08/2020,Danbury,6 ROUNDHILL DR,"$303,500.00","$522,500.00",0.5808,Residential,Single Family,,D08032,,POINT (-73.50846 41.42506)
201536,2020,08/03/2021,Greenwich,161 EAST ELM STREET,"$699,090.00","$1,180,000.00",0.5924,Residential,Two Family,,,,
210245,2021,05/23/2022,Avon,100 ROSEWOOD ROAD,"$266,780.00","$550,000.00",0.485,Residential,Single Family,,,,POINT (-72.838580009 41.819741)
211269,2021,07/18/2022,Danbury,48 & 50 DRIFTWAY RD & HALL PAS,"$290,900.00","$365,000.00",0.7969,Residential,Single Family,25 - Other,"3 PARCELS SOLD TOGETHER / D13057, D13058 & D14062",,POINT (-73.502867964 41.396441018)
201274,2020,06/28/2021,Cromwell,47 MTN LAUREL COURT,"$84,490.00","$154,000.00",0.5486,Residential,Condo,25 - Other,ESTATE,,POINT (-72.68449 41.6033)
20513,2020,05/04/2021,East Hartford,90 PARK AVE,"$73,340.00","$180,000.00",0.407444444,Residential,Single Family,07 - Change in Property,,COMPLETELY REHABBED PER MLS INCLUDING NEW REAR DECK,POINT (-72.63197 41.77971)
210702,2021,05/04/2022,Hamden,130 BRADLEY AVE,"$108,710.00","$241,000.00",0.451,Residential,Single Family,,,,POINT (-72.939200985 41.349883988)
200452,2020,08/09/2021,East Lyme,17 EGRET RD,"$246,610.00","$470,000.00",0.5247,Residential,Single Family,,,,POINT (-72.20729 41.3718)
200080,2020,11/05/2020,Guilford,2 WINTERBERRY RD,"$239,550.00","$480,000.00",0.499,Residential,Single Family,,,,
210470,2021,01/27/2022,New Britain,45 HORACE ST,"$231,490.00","$387,000.00",0.5981,Apartments,,,,,POINT (-72.788644988 41.67455202)
211330,2021,09/14/2022,Bristol,LOT #25A BUSINESS PARK DR,"$241,080.00","$660,000.00",0.3652,Vacant Land,,,,,POINT (-72.916715755 41.661391036)
211218,2021,09/21/2022,New Britain,6 GREENFIELD DR,"$86,030.00","$200,000.00",0.4301,Residential,Single Family,01 - Family,,,POINT (-72.761812002 41.678889991)
201246,2020,09/22/2021,Hartford,26 WILBUR ST,"$84,489.00","$204,000.00",0.4141,Residential,Two Family,25 - Other,"NO MLS LISTING, NOT EXPOSED TO MARKET",,POINT (-72.7107 41.73347)
200397,2020,01/08/2021,Bristol,42 BETHEL ST,"$81,410.00","$196,000.00",0.4153,Residential,Two Family,,,,POINT (-72.95678 41.66761)
201176,2020,03/09/2021,New London,400 BANK ST UNIT 201,"$165,550.00","$191,000.00",0.8667,Residential,Condo,,,,
210073,2021,12/01/2021,Berlin,135 HUMMINGBIRD DR,"$152,800.00","$280,000.00",0.5457,Residential,Single Family,,,,POINT (-72.734574002 41.631000993)
210911,2021,07/15/2022,Fairfield,17 LONGVIEW AVENUE,"$321,370.00","$581,780.00",0.5523,Residential,Two Family,,,,POINT (-73.239015962 41.153248982)
200632,2020,08/11/2021,East Haven,130 COE AVE #64,"$28,240.00","$92,000.00",0.306956522,Residential,Condo,,,NO MLS,
21002,2021,10/04/2021,Deep River,35 CEDAR LAKE RD,"$123,410.00","$170,000.00",0.7259,Residential,Single Family,,,,POINT (-72.494164003 41.361770994)
210069,2021,01/24/2022,Brooklyn,64 HYDE RD,"$178,510.00","$471,000.00",0.379,Residential,Single Family,07 - Change in Property,,,POINT (-71.945818976 41.79753298)
200030,2020,12/30/2020,East Granby,17 BONNIEVIEW DRIVE,"$148,200.00","$260,000.00",0.57,Residential,Single Family,,,,
21233,2021,03/01/2022,Farmington,6 VIRGINIA LA,"$269,610.00","$540,000.00",0.4992,Residential,Single Family,,,,POINT (-72.872089014 41.760500014)
211097,2021,09/01/2022,Fairfield,24 ROANOKE AVENUE,"$206,990.00","$400,000.00",0.5174,Residential,Single Family,,1/2 DUPLEX,,POINT (-73.239722975 41.153600016)
210573,2021,03/24/2022,Hamden,59 WHITING ST,"$107,240.00","$125,000.00",0.8579,Residential,Single Family,,,,POINT (-72.937393008 41.341238013)
210121,2021,03/18/2022,Litchfield,380 SOUTH ST,"$124,930.00","$358,000.00",0.3489,Residential,Single Family,,,,POINT (-73.186654967 41.734445999)
210056,2021,04/14/2022,Bethany,59 BETHANY FARMS RD,"$395,990.00","$710,000.00",0.5577,Residential,Single Family,,,,POINT (-73.02366601 41.397644994)
210187,2021,05/17/2022,Ellington,9 GARNET LN,"$70,290.00","$150,000.00",0.4686,Vacant Land,,25 - Other,LAND REDUCED FOR UNIMPROVED ROAD,,POINT (-72.46909 41.90438)
200258,2020,08/03/2021,East Haddam,15 BASHAN RD,"$164,040.00","$355,500.00",0.4614,Residential,Single Family,,,,POINT (-72.40297 41.48998)
210072,2021,01/27/2022,Essex,WESTBROOK RD,"$1,700.00","$198,000.00",0.0085,Vacant Land,,28 - Use Assessment,ALSO LOCATED IN 2 TOWNS,,POINT (-72.422111016 41.333368608)
20980,2020,07/09/2021,Hartford,164 GLENDALE AVE,"$82,798.00","$233,000.00",0.3553,Residential,Single Family,,,,
210322,2021,12/06/2021,Danbury,1 HIGH FIELDS DR,"$392,700.00","$599,000.00",0.6555,Residential,Single Family,,E10085,,POINT (-73.500040999 41.417195993)
2100301,2021,07/26/2022,Madison,63 PRINCESS DR,"$191,900.00","$435,000.00",0.4411,Residential,Single Family,,,,POINT (-72.64329801 41.364371018)
200539,2020,08/30/2021,Guilford,35 GRAVES AVE,"$212,490.00","$600,000.00",0.3541,Residential,Single Family,,,,POINT (-72.6792 41.28349)
200421,2020,08/17/2021,Killingly,72 W PALMER ST,"$150,640.00","$272,000.00",0.553823529,Residential,Single Family,,,,
21000361,2021,06/21/2022,Cheshire,9 CURRIER WAY,"$102,640.00","$285,000.00",0.3601,Residential,Condo,,,,POINT (-72.926172993 41.534938012)
200110,2020,08/02/2021,Harwinton,61 BULL RD,"$156,590.00","$315,000.00",0.4971,Residential,Single Family,,,,
210073,2021,09/13/2022,Bethlehem,603 MAIN ST S,"$145,400.00","$410,000.00",0.3546,Residential,Single Family,,,,POINT (-73.182201997 41.612682008)
20364,2020,06/17/2021,Bethel,1308 LEXINGTON BOULEVARD,"$195,300.00","$365,000.00",0.535,Residential,Condo,,,,
2100630,2021,08/30/2022,Naugatuck,362 HILLSIDE AVE,"$106,470.00","$120,000.00",0.8872,Residential,Two Family,26 - Rehabilitation Deferred,,,POINT (-73.057875993 41.498971014)
200477,2020,08/25/2021,East Lyme,10 STONECLIFFE DR,"$198,100.00","$350,000.00",0.566,Residential,Single Family,,,,POINT (-72.20461 41.34405)
200058,2020,02/24/2021,Kent,128B SEGAR MOUNTAIN RD,"$273,400.00","$650,000.00",0.4206,Residential,Single Family,,,,POINT (-73.45446 41.72036)
200293,2020,02/11/2021,Branford,20 KELLYCREST RD,"$226,000.00","$405,000.00",0.558,Residential,Single Family,,,,POINT (-72.83124 41.27173)
210115,2021,02/11/2022,Mansfield,267 MAPLE RD,"$148,600.00","$207,000.00",0.7178,Residential,Single Family,01 - Family,,,POINT (-72.250409039 41.792184991)
200282,2020,12/09/2020,Bristol,229 STEVENS ST,"$115,710.00","$215,000.00",0.5381,Residential,Single Family,,,,
210023,2021,10/05/2021,Bridgeport,186 CEDAR ST #188,"$148,770.00","$401,000.00",0.3709,Residential,Two Family,,,,POINT (-73.177883976 41.180215995)
2100101,2021,07/01/2022,Marlborough,102 NO MAIN ST,"$294,490.00","$625,000.00",0.4711,Residential,Single Family,,,,POINT (-72.468064014 41.633989979)
200274,2020,08/19/2021,East Haddam,4 BENJAMIN LANE,"$278,150.00","$476,000.00",0.5843,Residential,Single Family,,,,
200529,2020,06/16/2021,East Haven,73 BURR ST,"$124,130.00","$300,000.00",0.413766667,Residential,Two Family,01 - Family,,,
200507,2020,09/14/2021,Avon,15 COTTONWOOD DRIVE,"$96,550.00","$184,900.00",0.5221,Residential,Condo,,,,POINT (-72.87917 41.77202)
210261,2021,11/22/2021,Danbury,19 SOMERS ST A8,"$99,800.00","$225,000.00",0.4435,Residential,Condo,,J12187-8,,POINT (-73.436339038 41.404679004)
201271,2020,07/28/2021,Danbury,15 SCUPPO RD 1402,"$161,200.00","$359,900.00",0.4479,Residential,Condo,,F14068-1402,,
200099,2020,02/05/2021,Essex,171 MAIN ST IVTN,"$118,000.00","$160,000.00",0.7375,Residential,Single Family,14 - Foreclosure,FORECLOSURE,,
21609,2021,09/28/2022,Guilford,91 RUSSO DR,"$223,520.00","$307,500.00",0.7268,Residential,Single Family,,,,POINT (-72.684079992 41.325024018)
200015,2020,11/12/2020,East Granby,27 METACOMET DRIVE,"$258,800.00","$289,900.00",0.892721628,Residential,Single Family,,"PP TOO LOW, RATIO TOO HIGH",GOOD SALE PER MLS - 90 DAYS ON MARKET AND SOLD FOR ASKING,POINT (-72.73425 41.95097)
21103,2021,05/25/2022,Haddam,11 DEPOT HILL RD,"$130,420.00","$365,000.00",0.357315068,Residential,Single Family,,,,POINT (-72.54988304 41.499872991)
21000249,2021,03/23/2022,Cheshire,70 SOUTHWICK CT U201,"$79,830.00","$216,000.00",0.3695,Residential,Condo,,,,POINT (-72.905712013 41.469224981)
201255,2020,06/25/2021,Greenwich,30 VERONA DRIVE,"$1,901,900.00","$3,395,000.00",0.5602,Residential,Single Family,,,,
200068,2020,05/25/2021,Bethlehem,296 MUNGER LN,"$289,400.00","$625,000.00",0.463,Residential,Single Family,,,,POINT (-73.22016 41.65302)
21093,2021,12/21/2021,Darien,3 HALF MILE RD,"$1,947,680.00","$2,151,000.00",0.9054,Residential,Single Family,08 - Part Interest,,,POINT (-73.484919962 41.106017)
210050,2021,10/21/2021,Middletown,157 FRONT ST,"$137,120.00","$202,000.00",0.6788,Residential,Two Family,,,,POINT (-72.64107999 41.544406)
210030,2021,10/25/2021,Cromwell,95 BERLIN ROAD,"$1,060,640.00","$3,500,000.00",0.303,Commercial,,,,,POINT (-72.697257014 41.601704984)
20281,2020,12/28/2020,Hartford,38 AMHERST ST,"$46,585.00","$201,000.00",0.2317,Residential,Single Family,,,,POINT (-72.69492 41.72921)
210029,2021,05/26/2022,Bridgewater,70 LILLINONAH LAKE RD SOUTH,"$1,301,400.00","$2,250,000.00",0.5784,Residential,Single Family,,,,POINT (-73.400801026 41.528580003)
200035,2020,10/19/2020,East Lyme,32 WHITECAP RD,"$311,570.00","$725,000.00",0.4297,Residential,Single Family,,,,
210168,2021,10/25/2021,Bridgeport,74-76 SANFORD PL,"$198,670.00","$321,500.00",0.6179,Residential,Three Family,,,,POINT (-73.19802703 41.178580979)
210202,2021,03/14/2022,Harwinton,611 SOUTH RD,"$161,270.00","$265,000.00",0.6085,Residential,Single Family,,,,POINT (-73.054039009 41.72965)
201068,2020,08/02/2021,Hartford,136 MARTIN ST,"$49,576.00","$65,000.00",0.7627,Residential,Two Family,25 - Other,NO MLS LISTING,,POINT (-72.67982 41.78959)
200061,2020,04/13/2021,Bethlehem,112 WEEKEEPEEMEE RD,"$170,600.00","$324,000.00",0.5265,Residential,Single Family,,,,
200829,2020,05/25/2021,Bristol,116-122 HIGH ST,"$106,190.00","$140,000.00",0.7585,Apartments,,14 - Foreclosure,FORECLOSURE SALE OUT OF BANK,,
10128,2001,04/23/2002,Thompson,COLONIAL RD,"$2,100.00","$2,100.00",1,,,17,,,
200145,2020,02/03/2021,Killingly,139 SCHOOL ST,"$61,390.00","$159,000.00",0.386100629,Residential,Three Family,,,,
200394,2020,03/15/2021,Enfield,72 WYNWOOD DR,"$91,680.00","$160,000.00",0.573,Residential,Condo,,,,POINT (-72.56823 41.94712)
200179,2020,06/22/2021,Portland,724 GLASTONBURY TPKE,"$134,750.00","$220,000.00",0.6125,Residential,Single Family,,100-0004,,
200391,2020,06/17/2021,Guilford,568 NO MADISON RD,"$134,100.00","$326,000.00",0.411349693,Residential,Single Family,07 - Change in Property,,HAS CENTRAL A/C PER MLS,
20483,2020,07/12/2021,Darien,24 BIRCH RD,"$1,128,820.00","$1,800,000.00",0.6271,Residential,Single Family,,,,
210006,2021,10/07/2021,Derby,10 ELIZABETH ST,"$472,850.00","$525,000.00",0.9006,Commercial,,,,,POINT (-73.089370994 41.319891988)
210409,2021,01/11/2022,New Britain,145-2A BASSETT ST,"$63,350.00","$92,000.00",0.688586957,Residential,Condo,,,,POINT (-72.78013897 41.661128794)
20682,2020,04/26/2021,Hartford,158 VINE ST,"$13,440.00","$29,547.00",0.4548,Vacant Land,,09 - Tax,(NO CONVEYANCE) TAX COLLECTOR'S DEED,,
210291,2021,03/11/2022,Branford,211 GREENS FARM RD,"$156,100.00","$280,000.00",0.5575,Residential,Condo,,,,POINT (-72.825066034 41.305667982)
211267,2021,03/31/2022,Bridgeport,72 TOM THUMB ST #78,"$214,520.00","$315,000.00",0.681,Residential,Two Family,,,,POINT (-73.19880596 41.191954013)
201058,2020,05/24/2021,Greenwich,17 EAST LYON FARM DRIVE,"$687,890.00","$940,000.00",0.7317,Residential,Condo,,,,POINT (-73.65373 41.03028)
210259,2021,06/03/2022,Cromwell,18 WEST STREET TERRACE,"$68,810.00","$300,000.00",0.2293,Vacant Land,,25 - Other,MULTI PROP,,POINT (-72.659598444 41.604748304)
20911,2020,06/22/2021,Hartford,119 ADAMS ST,"$60,675.00","$170,000.00",0.3569,Residential,Single Family,,,,
10502,2001,01/15/2002,Stratford,1101 SUCCESS AVE,$0.00,"$50,000.00",0,,,25,,,
200639,2020,07/28/2021,Groton,4 TYLER AVE,"$259,770.00","$650,000.00",0.399646154,Residential,Single Family,,,,POINT (-72.07229 41.32148)
10693,2001,02/22/2002,Stratford,283 B AGAWAM DR,"$149,180.00",$0.00,0,,,1,,,
11931,2001,09/24/2002,Norwalk,27 BROAD ST,"$332,710.00","$519,043.00",0.641006622,,,,,,
210468,2021,06/30/2022,Branford,130 WATCH HILL RD,"$120,100.00","$260,000.00",0.4619,Residential,Condo,,,,POINT (-72.828314022 41.304528001)
201465,2020,09/02/2021,Danbury,50 COUNTRY VIEW RD,"$421,300.00","$849,900.00",0.4957,Residential,Condo,,B15002-182,,POINT (-73.5298 41.38886)
21000215,2021,03/01/2022,Cheshire,43 BRADFORD DR,"$143,930.00","$285,000.00",0.505,Residential,Single Family,,,,POINT (-72.909341041 41.46060302)
200608,2020,08/06/2021,Farmington,912 NEW BRITAIN AV,"$308,790.00","$492,000.00",0.6276,Residential,Single Family,,,,POINT (-72.86206 41.73479)
201451,2020,09/02/2021,Danbury,PRESIDENT ST,"$144,800.00","$130,000.00",1.1138,Residential,Single Family,08 - Part Interest,K16078,,
20461,2020,07/01/2021,Darien,8 TYLER DRIVE,"$796,390.00","$1,098,000.00",0.7253,Residential,Single Family,,,,
2000142,2020,02/09/2021,Bloomfield,5 TIFFANY LANE,"$129,290.00","$239,000.00",0.5409,Residential,Single Family,,,,POINT (-72.7388 41.85261)
21408,2021,08/25/2022,Darien,30 LAKE DRIVE,"$547,190.00","$910,000.00",0.6013,Residential,Single Family,,,,POINT (-73.516666001 41.080606003)
2020025,2020,10/22/2020,Ansonia,110 BEAVER ST,"$117,300.00","$332,500.00",0.3527,Residential,Three Family,,"HIGH SALE, BUT MULTI-FAM UNDERVALUED PER LAST REVAL",,
210331,2021,07/26/2022,Bloomfield,17 OAK LANE,"$150,570.00","$300,000.00",0.5019,Residential,Single Family,,,,POINT (-72.736101017 41.81959)
21108,2021,12/02/2021,Farmington,1644-5 FARMINGTON AV,"$68,770.00","$128,000.00",0.5372,Residential,Condo,,SOLD FOR $100000 ON 7/24/2020,,POINT (-72.873217972 41.752591018)
211003,2021,06/20/2022,Bristol,100 VIEW ST,"$81,970.00","$215,000.00",0.3812,Residential,Two Family,,,,POINT (-72.958826038 41.667795997)
200062,2020,11/05/2020,Avon,96 FOX DEN ROAD,"$254,480.00","$435,000.00",0.585,Residential,Single Family,,,,
200103,2020,11/04/2020,East Hartford,20 RISLEY ST,"$86,140.00","$176,000.00",0.4894,Residential,Single Family,07 - Change in Property,FLIP,,POINT (-72.63778 41.75433)
200034,2020,01/06/2021,East Granby,12 WYNCAIRNE,"$259,100.00","$250,000.00",1.0364,Residential,Single Family,01 - Family,FAMILY SALE,,
20601,2020,09/07/2021,Darien,17 WALMSLEY RD,"$565,530.00","$1,125,000.00",0.5026,Residential,Single Family,,,,POINT (-73.49836 41.06566)
2000311,2020,05/11/2021,Cheshire,152 TALMADGE RD,"$157,100.00","$340,000.00",0.462,Residential,Single Family,,,,
20640,2020,04/16/2021,Hartford,100 WELLS ST #1207 & 100 WELLS,"$24,080.00","$95,000.00",0.2534,Residential,Condo,24 - Plottage,,,POINT (-72.67595 41.76348)
201418,2020,07/16/2021,Greenwich,19 DESIREE DRIVE,"$2,170,000.00","$4,819,000.00",0.4503,Residential,Single Family,,,,
20023,2020,10/13/2020,Farmington,9391 NORTHWOODS RD,"$91,780.00","$110,000.00",0.8343,Vacant Land,,,MAY/WILL BE KNOWN AS #54 NORTHWOODS RD,,
10885,2001,09/06/2002,Norwich,154 N MAIN ST,"$140,400.00","$200,000.00",0.702,,,,,,
20129,2020,03/30/2021,Derby,196 ELIZABETH ST,"$351,260.00","$873,000.00",0.4023,Commercial,,,,,
200275,2020,11/16/2020,Milford,0 EDGEWATER PL,"$119,000.00","$300,000.00",0.3966,Vacant Land,,,,,
200150,2020,02/08/2021,Killingly,18 ST JAMES ROW,"$62,580.00","$86,900.00",0.7201,Residential,Two Family,,,,
20053,2020,05/06/2021,Barkhamsted,GAVITT RD,"$50,800.00","$41,000.00",1.239,Vacant Land,,,2.44 AC MAP 18 BLOCK 33 LOT 11/6-8B,,
200250,2020,01/15/2021,Groton,255 NEPTUNE DR,"$751,520.00","$1,325,000.00",0.5671,Residential,Single Family,,,,
20072,2020,11/04/2020,Darien,97 GARDINER STREET,"$652,050.00","$1,250,000.00",0.5216,Residential,Single Family,,,,
200288,2020,02/03/2021,Glastonbury,167 RIDGE RD,"$393,600.00","$580,000.00",0.6786,Residential,Single Family,,,,
211032,2021,07/20/2022,New Britain,1568 STANLEY ST,"$102,760.00","$201,100.00",0.5109,Residential,Single Family,,,,POINT (-72.770996975 41.688981006)
20000078,2020,11/20/2020,Brookfield,12 BROOKFIELD MEADOWS,"$187,170.00","$345,000.00",0.5425,Residential,Single Family,,,,
200125,2020,09/07/2021,Harwinton,167 BIRGE PARK RD,"$194,790.00","$360,000.00",0.541,Residential,Single Family,,,,
200306,2020,09/29/2021,East Haddam,162 NORWICH SALEM RD,"$219,810.00","$439,900.00",0.4996,Residential,Single Family,,,,
210417,2021,01/12/2022,New Britain,181 FAIRWAY DR,"$88,002.00","$225,000.00",0.3911,Residential,Single Family,,,,POINT (-72.767814031 41.699582982)
200081,2020,03/11/2021,Killingworth,40 BRIDLEPATH TRAIL,"$72,420.00","$161,000.00",0.4498,Residential,Single Family,,,,POINT (-72.56065 41.37785)
200106,2020,12/03/2020,Madison,4 MATTHEW COURT,"$668,400.00","$985,000.00",0.6785,Residential,Single Family,,,,POINT (-72.63241 41.29146)
211185,2021,09/09/2022,New Britain,126-2001G BIRUTA ST,"$24,850.00","$94,500.00",0.2629,Residential,Condo,,,,POINT (-72.792604013 41.681628987)
200166,2020,12/16/2020,East Haven,275 COE AVE,"$133,020.00","$305,000.00",0.4361,Residential,Single Family,,,,POINT (-72.87193 41.25553)
210089,2021,12/07/2021,Ledyard,120-5A GALLUP HILL RD,"$33,530.00","$87,000.00",0.3854,Residential,Condo,,,,POINT (-71.998484616 41.438854849)
210033,2021,12/14/2021,Easton,173 SPORT HILL ROAD,"$309,050.00","$750,000.00",0.412,Residential,Single Family,,,,POINT (-73.265050991 41.232855018)
200010,2020,11/16/2020,Canaan,55 MUSIC MOUNTAIN RD,"$161,100.00","$183,000.00",0.880327869,Residential,Single Family,,SUBDIVISION FROM ORIGINAL PARCEL,,POINT (-73.31838 41.93966)
210120,2021,07/11/2022,Easton,35 WEST ROAD,"$693,980.00","$1,220,000.00",0.5688,Residential,Single Family,,,,POINT (-73.321553987 41.213977002)
210541,2021,03/14/2022,Hamden,177 GRANDVIEW AVE,"$110,390.00","$215,000.00",0.51344186,Residential,Single Family,,,,POINT (-72.930062028 41.358112)
2121196,2021,04/14/2022,Ansonia,25 EDGEWOOD AVE,"$120,000.00","$325,000.00",0.3692,Residential,Single Family,,,,POINT (-73.093693961 41.341097993)
201291,2020,09/23/2021,Manchester,40 ELRO STREET,"$115,100.00","$245,000.00",0.4697,Residential,Two Family,,,,
210249,2021,12/01/2021,Bristol,757 LAKE AVE #2,"$63,140.00","$133,900.00",0.4715,Residential,Condo,,,,POINT (-72.922056975 41.64591902)
210143,2021,06/30/2022,Canton,3 DRAKE LANE,"$214,100.00","$397,200.00",0.539,Residential,Single Family,,,,POINT (-72.887522025 41.813634993)
201275,2020,09/30/2021,Hartford,839 WETHERSFIELD AVE,"$238,630.00","$417,500.00",0.5715,Apartments,,,,,
21010,2021,11/04/2021,Durham,67 OLD FARMS RD,"$211,260.00","$410,000.00",0.515268293,Residential,Single Family,14 - Foreclosure,GRANTOR IS FANNIE MAE,,POINT (-72.710736037 41.433974007)
200108,2020,07/14/2021,East Granby,6 SCHOOLHOUSE LANDING,"$211,100.00","$373,500.00",0.5651,Residential,Condo,,,,
210095,2021,01/12/2022,Mansfield,22 MEADOWBROOK LA,"$205,100.00","$347,000.00",0.591,Residential,Single Family,,,,POINT (-72.204515018 41.737800018)
11198,2001,08/01/2002,West Hartford,42 PINE BRK LN,"$190,210.00","$379,900.00",0.500684391,,,,,,
210255,2021,07/26/2022,Ellington,29 SNIPSIC LAKE RD,"$155,440.00","$275,000.00",0.5652,Residential,Single Family,,,,POINT (-72.439224987 41.895117989)
210061,2021,10/28/2021,Glastonbury,318 GRISWOLD ST,"$158,700.00","$360,000.00",0.4408,Residential,Single Family,,,,POINT (-72.600044959 41.724001016)
210051,2021,10/13/2021,Bristol,8 MARION ST,"$78,330.00","$150,000.00",0.5222,Residential,Single Family,,,,POINT (-72.890919965 41.66861801)
200538,2020,03/02/2021,Bristol,489 WOLCOTT ST UN 5,"$78,820.00","$125,000.00",0.6305,Residential,Condo,,,,
