Unique ID,Indicator ID,Name,Measure,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Time Period,Start_Date,Unnamed_Column_11
386,Ozone (O3),Mean,ppb,UHF34,101,Kingsbridge - Riverdale,Summer 2022,06/01/2022,30,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,309310,Union Square-Lower Manhattan,Annual Average 2020,01/01/2020,20.3,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,408,Jamaica,Summer 2022,06/01/2022,6.3,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,104,Clinton and Chelsea (CD4),Annual Average 2022,01/01/2022,7.8,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,111,East Harlem (CD11),Summer 2022,06/01/2022,7.1,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,408,Hillcrest and Fresh Meadows (CD8),Annual Average 2022,01/01/2022,14.7,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,401,Long Island City - Astoria,Annual Average 2021,01/01/2021,7.2,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,402,West Queens,Annual Average 2021,01/01/2021,18.6,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,303,East Harlem,Summer 2021,06/01/2021,14.5,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,101,Kingsbridge - Riverdale,Winter 2020-21,12/01/2020,18,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,209,Bensonhurst - Bay Ridge,Winter 2020-21,12/01/2020,6.7,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,304,Bushwick (CD4),Summer 2021,06/01/2021,12.7,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,411,Bayside and Little Neck (CD11),Annual Average 2021,01/01/2021,6.3,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,303,Bedford Stuyvesant (CD3),Summer 2020,06/01/2020,11.9,
386,Ozone (O3),Mean,ppb,UHF42,210,Coney Island - Sheepshead Bay,Summer 2021,06/01/2021,32,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,105106107,South Bronx,Annual Average 2021,01/01/2021,6.8,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,314,Flatbush and Midwood (CD14),Summer 2020,06/01/2020,6.7,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,310,Lower Manhattan,Winter 2020-21,12/01/2020,25.7,
386,Ozone (O3),Mean,ppb,UHF34,102,Northeast Bronx,Summer 2020,06/01/2020,30.9,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,409,Kew Gardens and Woodhaven (CD9),Summer 2020,06/01/2020,10.2,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,401,Long Island City and Astoria (CD1),Winter 2021-22,12/01/2021,7.1,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,403,Jackson Heights (CD3),Annual Average 2022,01/01/2022,6,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,206,Belmont and East Tremont (CD6),Winter 2020-21,12/01/2020,20.7,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,203,Bedford Stuyvesant - Crown Heights,Winter 2020-21,12/01/2020,23.1,
386,Ozone (O3),Mean,ppb,Borough,1,Bronx,Summer 2020,06/01/2020,30.9,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,408,Jamaica,Annual Average 2020,01/01/2020,14.2,
365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,4,Queens,Summer 2020,06/01/2020,6.9,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,211,Williamsburg - Bushwick,Winter 2021-22,12/01/2021,7.4,
386,Ozone (O3),Mean,ppb,CD,208,Riverdale and Fieldston (CD8),Summer 2022,06/01/2022,30.2,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,201,Greenpoint,Winter 2020-21,12/01/2020,24.8,
386,Ozone (O3),Mean,ppb,CD,101,Financial District (CD1),Summer 2020,06/01/2020,27.9,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,414,Rockaway and Broad Channel (CD14),Annual Average 2021,01/01/2021,5.9,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,301,Washington Heights,Annual Average 2021,01/01/2021,6.9,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,112,Washington Heights and Inwood (CD12),Annual Average 2020,01/01/2020,17.9,
386,Ozone (O3),Mean,ppb,CD,209,Parkchester and Soundview (CD9),Summer 2020,06/01/2020,31.7,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,308,Crown Heights and Prospect Heights (CD8),Winter 2021-22,12/01/2021,7.1,
386,Ozone (O3),Mean,ppb,CD,312,Borough Park (CD12),Summer 2022,06/01/2022,35.1,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,309,South Crown Heights and Lefferts Gardens (CD9),Annual Average 2021,01/01/2021,17,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,211,Morris Park and Bronxdale (CD11),Winter 2020-21,12/01/2020,6.4,
386,Ozone (O3),Mean,ppb,CD,108,Upper East Side (CD8),Summer 2020,06/01/2020,29.3,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,401,Long Island City and Astoria (CD1),Summer 2022,06/01/2022,12,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,501,St. George and Stapleton (CD1),Summer 2022,06/01/2022,6.1,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,202,Downtown - Heights - Slope,Summer 2021,06/01/2021,14.6,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,204,East New York,Winter 2021-22,12/01/2021,6.7,
386,Ozone (O3),Mean,ppb,UHF34,209,Bensonhurst - Bay Ridge,Summer 2020,06/01/2020,29.8,
365,Fine particles (PM 2.5),Mean,mcg/m3,CD,102,Greenwich Village and Soho (CD2),Annual Average 2022,01/01/2022,8.4,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,204,East New York,Annual Average 2021,01/01/2021,16.1,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,208,Canarsie - Flatlands,Winter 2021-22,12/01/2021,6.4,
386,Ozone (O3),Mean,ppb,UHF42,303,East Harlem,Summer 2021,06/01/2021,28.4,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,309310,Union Square-Lower Manhattan,Annual Average 2021,01/01/2021,7.7,
365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,502,Stapleton - St. George,Winter 2020-21,12/01/2020,6.5,
386,Ozone (O3),Mean,ppb,Citywide,1,New York City,Summer 2020,06/01/2020,29.8,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Annual Average 2021,01/01/2021,11.3,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,408,Jamaica,Summer 2021,06/01/2021,10.8,
375,Nitrogen dioxide (NO2),Mean,ppb,CD,210,Throgs Neck and Co-op City (CD10),Summer 2021,06/01/2021,11.8,
375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,105,Crotona -Tremont,Annual Average 2022,01/01/2022,17.2,
